group	V1	V2	V3	V4	V5	V6	V7	V8	V9	tair.only	len	simgr	dup	te	have.tair	not.detect	chr	cnv	is.te	category	annot	go	sv	in.sv	genes.tes$V9	Ar11_id	expressed_in_6909	expressed_nowhere	anyreads_in_6909	noreads_anywhere	nolocus_in_6909	N_acc_where_expressed	N_acc_where_readspresent
AT3Gr20001942	PanGen_Chr_3	Consensus	gene	19288760	19296155	.	-	.	ID=AT3Gr20001942	0	7396		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	6593	0.891427798810168	ID=AT3Gr20001942	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	5
AT3Gr20001943	PanGen_Chr_3	Consensus	gene	19348577	19349823	.	-	.	ID=AT3Gr20001943	0	1247		FALSE	0	0	0	3	1	FALSE	new_genes	TE-like	TE / Transposon / Transposase / DNA transposition	1247	1	ID=AT3Gr20001943	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT3Gr20001944	PanGen_Chr_3	Consensus	gene	19353482	19354001	.	-	.	ID=AT3Gr20001944	0	520		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	520	1	ID=AT3Gr20001944	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001945	PanGen_Chr_3	Consensus	gene	19354392	19356063	.	-	.	ID=AT3Gr20001945	0	1672		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	1672	1	ID=AT3Gr20001945	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001946	PanGen_Chr_3	Consensus	gene	19413934	19420520	.	-	.	ID=AT3Gr20001946	0	6587		FALSE	0.6	0	0	3	1	TRUE	new_genes	TE	NA	6587	1	ID=AT3Gr20001946	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT3Gr20001947	PanGen_Chr_3	Consensus	gene	19426617	19426874	.	-	.	ID=AT3Gr20001947	0	258		FALSE	0	0	0	3	0	FALSE	new_genes	protein_thaliana	Membrane / Transmembrane	1	0.00387596899224806	ID=AT3Gr20001947	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001948	PanGen_Chr_3	Consensus	gene	19439668	19442713	.	-	.	ID=AT3Gr20001948	0	3046		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	3046	1	ID=AT3Gr20001948	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001949	PanGen_Chr_3	Consensus	gene	19444152	19445501	.	-	.	ID=AT3Gr20001949	0	1350		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	1350	1	ID=AT3Gr20001949	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20001951	PanGen_Chr_3	Consensus	gene	19485353	19486115	.	-	.	ID=AT3Gr20001951	0	763		FALSE	0.2	0	0	3	0	FALSE	new_genes	protein_thaliana	Membrane / Transmembrane	136	0.17824377457405	ID=AT3Gr20001951	NA	TRUE	FALSE	TRUE	FALSE	FALSE	20	23
AT3Gr20001953	PanGen_Chr_3	Consensus	gene	19488453	19489825	.	-	.	ID=AT3Gr20001953	0	1373		FALSE	0.8	0	0	3	0	TRUE	new_genes	TE	NA	1000	0.728332119446468	ID=AT3Gr20001953	NA	TRUE	FALSE	TRUE	FALSE	FALSE	17	17
AT3Gr20001955	PanGen_Chr_3	Consensus	gene	19496297	19498232	.	-	.	ID=AT3Gr20001955	0	1936		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	29	0.0149793388429752	ID=AT3Gr20001955	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	3
AT3Gr20001956	PanGen_Chr_3	Consensus	gene	19498283	19500423	.	-	.	ID=AT3Gr20001956	0	2141		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	2140	0.999532928538066	ID=AT3Gr20001956	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001957	PanGen_Chr_3	Consensus	gene	19523933	19531579	.	-	.	ID=AT3Gr20001957	0	7647		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	5696	0.744867268209755	ID=AT3Gr20001957	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT3Gr20001958	PanGen_Chr_3	Consensus	gene	19532935	19533868	.	-	.	ID=AT3Gr20001958	0	934		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	934	1	ID=AT3Gr20001958	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001959	PanGen_Chr_3	Consensus	gene	19566745	19567537	.	-	.	ID=AT3Gr20001959	0	793		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	793	1	ID=AT3Gr20001959	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20001961	PanGen_Chr_3	Consensus	gene	19649962	19654707	.	-	.	ID=AT3Gr20001961	0	4746		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	4746	1	ID=AT3Gr20001961	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT3Gr20001962	PanGen_Chr_3	Consensus	gene	19658323	19659208	.	-	.	ID=AT3Gr20001962	0	886		FALSE	0.1	0	0	3	0	FALSE	new_genes	protein_thaliana	Membrane / Transmembrane	232	0.261851015801354	ID=AT3Gr20001962	NA	FALSE	FALSE	TRUE	FALSE	FALSE	8	19
AT3Gr20001963	PanGen_Chr_3	Consensus	gene	19685848	19686096	.	-	.	ID=AT3Gr20001963	0	249		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	249	1	ID=AT3Gr20001963	NA	FALSE	FALSE	FALSE	FALSE	FALSE	9	10
AT3Gr20001964	PanGen_Chr_3	Consensus	gene	19687651	19690881	.	-	.	ID=AT3Gr20001964	0	3231		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	3231	1	ID=AT3Gr20001964	NA	FALSE	FALSE	TRUE	FALSE	FALSE	1	11
AT3Gr20001965	PanGen_Chr_3	Consensus	gene	19693038	19696094	.	-	.	ID=AT3Gr20001965	0	3057		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	3057	1	ID=AT3Gr20001965	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	3
AT3Gr20001966	PanGen_Chr_3	Consensus	gene	19700707	19703957	.	-	.	ID=AT3Gr20001966	0	3251		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	235	0.0722854506305752	ID=AT3Gr20001966	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT3Gr20001967	PanGen_Chr_3	Consensus	gene	19712642	19720883	.	-	.	ID=AT3Gr20001967	0	8242		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	2495	0.302717786944916	ID=AT3Gr20001967	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001968	PanGen_Chr_3	Consensus	gene	19784528	19785227	.	-	.	ID=AT3Gr20001968	0	700		TRUE	0	0	0	3	1	FALSE	new_genes	nucl_tair10	NA	700	1	ID=AT3Gr20001968	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	2
AT3Gr20001969	PanGen_Chr_3	Consensus	gene	19790788	19791487	.	-	.	ID=AT3Gr20001969	0	700		TRUE	0	0	0	3	1	FALSE	new_genes	nucl_tair10	NA	700	1	ID=AT3Gr20001969	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20001970	PanGen_Chr_3	Consensus	gene	19804952	19805651	.	-	.	ID=AT3Gr20001970	0	700		TRUE	0	0	0	3	1	FALSE	new_genes	nucl_tair10	NA	700	1	ID=AT3Gr20001970	NA	FALSE	FALSE	FALSE	FALSE	TRUE	1	1
AT3Gr20001971	PanGen_Chr_3	Consensus	gene	19829481	19830032	.	-	.	ID=AT3Gr20001971	0	552		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	440	0.797101449275362	ID=AT3Gr20001971	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001972	PanGen_Chr_3	Consensus	gene	19897191	19898901	.	-	.	ID=AT3Gr20001972	0	1711		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	46	0.0268848626534191	ID=AT3Gr20001972	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001973	PanGen_Chr_3	Consensus	gene	19918229	19918720	.	-	.	ID=AT3Gr20001973	0	492		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	492	1	ID=AT3Gr20001973	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001974	PanGen_Chr_3	Consensus	gene	19931811	19932713	.	-	.	ID=AT3Gr20001974	0	903		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	903	1	ID=AT3Gr20001974	NA	FALSE	FALSE	TRUE	FALSE	FALSE	0	3
AT3Gr20001975	PanGen_Chr_3	Consensus	gene	19932796	19933224	.	-	.	ID=AT3Gr20001975	0	429		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	429	1	ID=AT3Gr20001975	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001976	PanGen_Chr_3	Consensus	gene	19933419	19934554	.	-	.	ID=AT3Gr20001976	0	1136		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	1136	1	ID=AT3Gr20001976	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001977	PanGen_Chr_3	Consensus	gene	19935611	19938575	.	-	.	ID=AT3Gr20001977	0	2965		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	2965	1	ID=AT3Gr20001977	NA	FALSE	FALSE	TRUE	FALSE	FALSE	0	3
AT3Gr20001978	PanGen_Chr_3	Consensus	gene	19952726	19953393	.	-	.	ID=AT3Gr20001978	0	668		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	668	1	ID=AT3Gr20001978	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001979	PanGen_Chr_3	Consensus	gene	19958381	19958941	.	-	.	ID=AT3Gr20001979	0	561		TRUE	1	0	0	3	0	TRUE	new_genes	TE	NA	561	1	ID=AT3Gr20001979	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001980	PanGen_Chr_3	Consensus	gene	19982907	19983638	.	-	.	ID=AT3Gr20001980	0	732		FALSE	0	0	0	3	0	FALSE	new_genes	protein_thaliana	Uncharacterized protein	732	1	ID=AT3Gr20001980	NA	FALSE	FALSE	TRUE	FALSE	FALSE	8	9
AT3Gr20001981	PanGen_Chr_3	Consensus	gene	20019904	20021906	.	-	.	ID=AT3Gr20001981	0	2003		TRUE	1	0	0	3	0	TRUE	new_genes	TE	NA	2003	1	ID=AT3Gr20001981	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20001983	PanGen_Chr_3	Consensus	gene	20046090	20046956	.	-	.	ID=AT3Gr20001983	0	867		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	309	0.356401384083045	ID=AT3Gr20001983	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001984	PanGen_Chr_3	Consensus	gene	20049209	20051634	.	-	.	ID=AT3Gr20001984	0	2426		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	2426	1	ID=AT3Gr20001984	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT3Gr20001985	PanGen_Chr_3	Consensus	gene	20053820	20056160	.	-	.	ID=AT3Gr20001985	0	2341		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	2341	1	ID=AT3Gr20001985	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT3Gr20001986	PanGen_Chr_3	Consensus	gene	20065897	20066780	.	-	.	ID=AT3Gr20001986	0	884		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	884	1	ID=AT3Gr20001986	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20001987	PanGen_Chr_3	Consensus	gene	20068646	20069654	.	-	.	ID=AT3Gr20001987	0	1009		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	1009	1	ID=AT3Gr20001987	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	2
AT3Gr20001988	PanGen_Chr_3	Consensus	gene	20070269	20080853	.	-	.	ID=AT3Gr20001988	0	10585		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	10585	1	ID=AT3Gr20001988	NA	FALSE	FALSE	FALSE	FALSE	TRUE	2	4
AT3Gr20001989	PanGen_Chr_3	Consensus	gene	20089376	20089792	.	-	.	ID=AT3Gr20001989	0	417		TRUE	1	0	0	3	0	TRUE	new_genes	TE	NA	417	1	ID=AT3Gr20001989	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	4
AT3Gr20001990	PanGen_Chr_3	Consensus	gene	20091940	20095245	.	-	.	ID=AT3Gr20001990	0	3306		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	1137	0.343920145190563	ID=AT3Gr20001990	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT3Gr20001991	PanGen_Chr_3	Consensus	gene	20124357	20125548	.	-	.	ID=AT3Gr20001991	0	1192		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	842	0.706375838926175	ID=AT3Gr20001991	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	2
AT3Gr20001994	PanGen_Chr_3	Consensus	gene	20153683	20154030	.	-	.	ID=AT3Gr20001994	0	348		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	31	0.0890804597701149	ID=AT3Gr20001994	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT3Gr20001995	PanGen_Chr_3	Consensus	gene	20156110	20159258	.	-	.	ID=AT3Gr20001995	0	3149		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	3149	1	ID=AT3Gr20001995	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	9
AT3Gr20001996	PanGen_Chr_3	Consensus	gene	20164078	20164657	.	-	.	ID=AT3Gr20001996	0	580		FALSE	0.6	0	0	3	0	TRUE	new_genes	TE	NA	580	1	ID=AT3Gr20001996	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001997	PanGen_Chr_3	Consensus	gene	20172300	20173444	.	-	.	ID=AT3Gr20001997	0	1145		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	1145	1	ID=AT3Gr20001997	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20001998	PanGen_Chr_3	Consensus	gene	20278334	20279061	.	-	.	ID=AT3Gr20001998	0	728		FALSE	0.1	0	0	3	1	FALSE	new_genes	protein_tair10	Uncharacterized protein	15	0.0206043956043956	ID=AT3Gr20001998	NA	FALSE	FALSE	FALSE	FALSE	FALSE	2	11
AT3Gr20002000	PanGen_Chr_3	Consensus	gene	20299999	20300685	.	-	.	ID=AT3Gr20002000	0	687		FALSE	0	0	0	3	1	FALSE	new_genes	protein_tair10	Membrane / Transmembrane	687	1	ID=AT3Gr20002000	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002002	PanGen_Chr_3	Consensus	gene	20338536	20340386	.	-	.	ID=AT3Gr20002002	0	1851		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	558	0.301458670988655	ID=AT3Gr20002002	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	6
AT3Gr20002003	PanGen_Chr_3	Consensus	gene	20340432	20341372	.	-	.	ID=AT3Gr20002003	0	941		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	941	1	ID=AT3Gr20002003	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	6
AT3Gr20002004	PanGen_Chr_3	Consensus	gene	20341670	20348059	.	-	.	ID=AT3Gr20002004	0	6390		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	6390	1	ID=AT3Gr20002004	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	20
AT3Gr20002005	PanGen_Chr_3	Consensus	gene	20350690	20353770	.	-	.	ID=AT3Gr20002005	0	3081		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	3081	1	ID=AT3Gr20002005	NA	FALSE	FALSE	FALSE	FALSE	TRUE	19	24
AT3Gr20002006	PanGen_Chr_3	Consensus	gene	20354100	20357650	.	-	.	ID=AT3Gr20002006	0	3551		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	1796	0.505773021684033	ID=AT3Gr20002006	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	4
AT3Gr20002007	PanGen_Chr_3	Consensus	gene	20365776	20367032	.	-	.	ID=AT3Gr20002007	0	1257		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	1257	1	ID=AT3Gr20002007	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002008	PanGen_Chr_3	Consensus	gene	20368039	20369629	.	-	.	ID=AT3Gr20002008	0	1591		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	1591	1	ID=AT3Gr20002008	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	1
AT3Gr20002009	PanGen_Chr_3	Consensus	gene	20377284	20382297	.	-	.	ID=AT3Gr20002009	0	5014		FALSE	1	0	0	3	0	TRUE	new_genes	TE	Reverse transcriptase	4532	0.903869166334264	ID=AT3Gr20002009	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	2
AT3Gr20002012	PanGen_Chr_3	Consensus	gene	20464067	20468542	.	-	.	ID=AT3Gr20002012	0	4476		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	4476	1	ID=AT3Gr20002012	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002013	PanGen_Chr_3	Consensus	gene	20475601	20476310	.	-	.	ID=AT3Gr20002013	0	710		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	24	0.0338028169014084	ID=AT3Gr20002013	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002014	PanGen_Chr_3	Consensus	gene	20584966	20585498	.	-	.	ID=AT3Gr20002014	0	533		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	0	0	ID=AT3Gr20002014	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002015	PanGen_Chr_3	Consensus	gene	20593185	20593826	.	-	.	ID=AT3Gr20002015	0	642		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	642	1	ID=AT3Gr20002015	NA	TRUE	FALSE	TRUE	FALSE	FALSE	1	1
AT3Gr20002016	PanGen_Chr_3	Consensus	gene	20723348	20725873	.	-	.	ID=AT3Gr20002016	0	2526		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	2526	1	ID=AT3Gr20002016	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT3Gr20002017	PanGen_Chr_3	Consensus	gene	20730560	20732557	.	-	.	ID=AT3Gr20002017	0	1998		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	1998	1	ID=AT3Gr20002017	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	1
AT3Gr20002018	PanGen_Chr_3	Consensus	gene	20748352	20749245	.	-	.	ID=AT3Gr20002018	0	894		TRUE	1	0	0	3	0	TRUE	new_genes	TE	NA	894	1	ID=AT3Gr20002018	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002019	PanGen_Chr_3	Consensus	gene	20752903	20757534	.	-	.	ID=AT3Gr20002019	0	4632		TRUE	1	0	0	3	0	TRUE	new_genes	TE	NA	4632	1	ID=AT3Gr20002019	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT3Gr20002020	PanGen_Chr_3	Consensus	gene	20758350	20766420	.	-	.	ID=AT3Gr20002020	0	8071		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	8071	1	ID=AT3Gr20002020	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	5
AT3Gr20002021	PanGen_Chr_3	Consensus	gene	20767662	20784662	.	-	.	ID=AT3Gr20002021	0	17001		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	17001	1	ID=AT3Gr20002021	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	7
AT3Gr20002022	PanGen_Chr_3	Consensus	gene	20814339	20817580	.	-	.	ID=AT3Gr20002022	0	3242		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	3242	1	ID=AT3Gr20002022	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT3Gr20002023	PanGen_Chr_3	Consensus	gene	20834227	20836202	.	-	.	ID=AT3Gr20002023	0	1976		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	1976	1	ID=AT3Gr20002023	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002024	PanGen_Chr_3	Consensus	gene	20837407	20838422	.	-	.	ID=AT3Gr20002024	0	1016		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	1016	1	ID=AT3Gr20002024	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT3Gr20002025	PanGen_Chr_3	Consensus	gene	20839058	20839573	.	-	.	ID=AT3Gr20002025	0	516		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	8	0.0155038759689922	ID=AT3Gr20002025	NA	FALSE	FALSE	TRUE	FALSE	FALSE	3	5
AT3Gr20002026	PanGen_Chr_3	Consensus	gene	20841171	20846569	.	-	.	ID=AT3Gr20002026	0	5399		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	1390	0.257455084274866	ID=AT3Gr20002026	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	3
AT3Gr20002028	PanGen_Chr_3	Consensus	gene	20998116	20998484	.	-	.	ID=AT3Gr20002028	0	369		FALSE	0	0	0	3	1	FALSE	new_genes	partial_or_no_homology	NA	369	1	ID=AT3Gr20002028	NA	FALSE	FALSE	TRUE	FALSE	FALSE	2	9
AT3Gr20002029	PanGen_Chr_3	Consensus	gene	21017485	21029078	.	-	.	ID=AT3Gr20002029	0	11594		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	8029	0.692513368983957	ID=AT3Gr20002029	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	14
AT3Gr20002030	PanGen_Chr_3	Consensus	gene	21039587	21039781	.	-	.	ID=AT3Gr20002030	0	195		TRUE	0	0	0	3	1	FALSE	new_genes	nucl_tair10	Uncharacterized protein	195	1	ID=AT3Gr20002030	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002031	PanGen_Chr_3	Consensus	gene	21056737	21057780	.	-	.	ID=AT3Gr20002031	0	1044		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	1044	1	ID=AT3Gr20002031	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002033	PanGen_Chr_3	Consensus	gene	21082544	21087749	.	-	.	ID=AT3Gr20002033	0	5206		FALSE	0.9	0	0	3	1	TRUE	new_genes	TE	NA	1572	0.301959277756435	ID=AT3Gr20002033	NA	FALSE	TRUE	FALSE	FALSE	FALSE	0	1
AT3Gr20002034	PanGen_Chr_3	Consensus	gene	21099483	21099992	.	-	.	ID=AT3Gr20002034	0	510		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	26	0.0509803921568627	ID=AT3Gr20002034	NA	FALSE	FALSE	FALSE	FALSE	FALSE	1	4
AT3Gr20002035	PanGen_Chr_3	Consensus	gene	21100314	21100907	.	-	.	ID=AT3Gr20002035	0	594		FALSE	1	0	0	3	1	TRUE	new_genes	TE	NA	2	0.00336700336700337	ID=AT3Gr20002035	NA	FALSE	FALSE	FALSE	FALSE	FALSE	2	4
AT3Gr20002037	PanGen_Chr_3	Consensus	gene	21143988	21144551	.	-	.	ID=AT3Gr20002037	0	564		FALSE	1	0	0	3	1	TRUE	new_genes	TE	Coiled coil	8	0.0141843971631206	ID=AT3Gr20002037	NA	FALSE	FALSE	TRUE	FALSE	FALSE	2	4
AT3Gr20002038	PanGen_Chr_3	Consensus	gene	21158192	21158895	.	-	.	ID=AT3Gr20002038	0	704		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	704	1	ID=AT3Gr20002038	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002039	PanGen_Chr_3	Consensus	gene	21159802	21167558	.	-	.	ID=AT3Gr20002039	0	7757		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	7186	0.926389067938636	ID=AT3Gr20002039	NA	FALSE	FALSE	TRUE	FALSE	FALSE	1	5
AT3Gr20002040	PanGen_Chr_3	Consensus	gene	21169957	21183893	.	-	.	ID=AT3Gr20002040	0	13937		FALSE	0.3	0	0	3	1	FALSE	new_genes	TE-like	Coiled coil	13608	0.976393771973882	ID=AT3Gr20002040	NA	FALSE	FALSE	FALSE	FALSE	FALSE	2	2
AT3Gr20002041	PanGen_Chr_3	Consensus	gene	21184881	21185917	.	-	.	ID=AT3Gr20002041	0	1037		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	31	0.029893924783028	ID=AT3Gr20002041	NA	FALSE	TRUE	TRUE	FALSE	FALSE	0	9
AT3Gr20002042	PanGen_Chr_3	Consensus	gene	21266892	21271253	.	-	.	ID=AT3Gr20002042	0	4362		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	4362	1	ID=AT3Gr20002042	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002045	PanGen_Chr_3	Consensus	gene	21311228	21313500	.	-	.	ID=AT3Gr20002045	0	2273		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	2273	1	ID=AT3Gr20002045	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002046	PanGen_Chr_3	Consensus	gene	21328096	21328539	.	-	.	ID=AT3Gr20002046	0	444		TRUE	0	0	0	3	1	FALSE	new_genes	nucl_tair10	NA	444	1	ID=AT3Gr20002046	NA	FALSE	TRUE	FALSE	TRUE	TRUE	0	0
AT3Gr20002047	PanGen_Chr_3	Consensus	gene	21332918	21333361	.	-	.	ID=AT3Gr20002047	0	444		TRUE	0	0	0	3	1	FALSE	new_genes	nucl_tair10	NA	90	0.202702702702703	ID=AT3Gr20002047	NA	FALSE	TRUE	FALSE	TRUE	FALSE	0	0
AT3Gr20002048	PanGen_Chr_3	Consensus	gene	21333655	21338303	.	-	.	ID=AT3Gr20002048	0	4649		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	647	0.139169713916971	ID=AT3Gr20002048	NA	FALSE	FALSE	TRUE	FALSE	FALSE	2	6
AT3Gr20002051	PanGen_Chr_3	Consensus	gene	21369270	21369786	.	-	.	ID=AT3Gr20002051	0	517		FALSE	0	0	0	3	0	FALSE	new_genes	partial_or_no_homology	NA	3	0.00580270793036751	ID=AT3Gr20002051	NA	TRUE	FALSE	TRUE	FALSE	FALSE	25	27
AT3Gr20002052	PanGen_Chr_3	Consensus	gene	21388426	21394425	.	-	.	ID=AT3Gr20002052	0	6000		TRUE	1	0	0	3	1	TRUE	new_genes	TE	NA	6000	1	ID=AT3Gr20002052	NA	FALSE	TRUE	FALSE	FALSE	TRUE	0	5
AT3Gr20002053	PanGen_Chr_3	Consensus	gene	21397235	21412197	.	-	.	ID=AT3Gr20002053	0	14963		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	10923	0.730000668315177	ID=AT3Gr20002053	NA	FALSE	FALSE	TRUE	FALSE	FALSE	6	22
AT3Gr20002055	PanGen_Chr_3	Consensus	gene	21444697	21445128	.	-	.	ID=AT3Gr20002055	0	432		FALSE	1	0	0	3	0	TRUE	new_genes	TE	NA	0	0	ID=AT3Gr20002055	NA	FALSE	FALSE	FALSE	FALSE	FALSE	10	13
